customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,total_claim_amount,number_of_open_complaints,number_of_policies,response,coverage,education,effective_to_date,employmentstatus,location_code,vehicle_size,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate Auto,policy_type_Personal Auto,policy_type_Special Auto,policy_Corporate L1,policy_Corporate L2,policy_Corporate L3,policy_Personal L1,policy_Personal L2,policy_Personal L3,policy_Special L1,policy_Special L2,policy_Special L3,policy_type_Corporate Auto,policy_type_Personal Auto,policy_type_Special Auto,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,day_of_week,month,gender_F,gender_M
8717.049833,83846,74,22,94,355.2,3,2,1,0,1,2011-02-14,4,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1
2860.111745,51159,72,4,61,4.238626,0,1,0,0,1,2011-02-20,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,2,0,1
2453.408288,83772,62,13,76,42.248087,0,1,0,0,1,2011-01-21,4,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,1,0,1
5989.773931,66839,154,33,24,739.2,0,1,1,2,1,2011-01-19,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,1
7482.639506,25666,63,7,30,270.002766,2,2,0,0,3,2011-02-14,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0
2457.576007,52926,61,2,92,292.8,0,1,0,0,0,2011-01-27,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,0
2379.741171,0,67,16,90,494.946438,0,1,0,0,2,2011-02-06,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6,2,1,0
8286.964421,40001,70,26,7,142.567008,0,2,0,0,2,2011-02-22,4,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0
2393.915369,0,70,24,10,425.266308,0,1,1,0,1,2011-01-31,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
4657.159469,18024,65,13,1,312.0,0,3,0,0,1,2011-01-13,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,1
13197.92893,0,68,19,2,326.4,3,2,1,0,1,2011-01-27,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,0
2803.916726,23220,74,3,73,251.334247,0,1,0,0,2,2011-01-28,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,1,0
8646.504109,64125,108,3,44,369.818708,0,3,1,0,0,2011-01-02,4,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,1,1,0
7425.870642,58042,62,14,88,161.419528,0,2,0,0,1,2011-01-07,4,2,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,4,1,1,0
4528.737362,90034,112,5,86,537.6,0,1,0,0,0,2011-01-11,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
2227.072755,27972,61,7,38,292.8,0,1,1,0,0,2011-01-05,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1
7292.948758,0,65,6,45,312.0,0,2,0,0,0,2011-02-17,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,2,1,0
3184.355246,50989,80,3,11,255.999709,0,1,0,1,2,2011-02-21,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1
11315.20373,11885,101,18,39,484.8,0,2,1,2,2,2011-02-16,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0
2530.705137,89451,63,11,2,61.769564,0,1,1,0,2,2011-01-21,4,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,4,1,1,0
8641.530036,78904,109,10,38,250.001424,0,9,0,0,2,2011-02-12,4,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,5,2,0,1
3278.53188,70247,83,13,19,141.799422,1,1,0,1,4,2011-02-19,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,5,2,0,1
5271.982116,32653,67,4,25,321.6,0,9,0,0,0,2011-02-13,4,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2,0,1
3763.637743,93595,97,15,30,49.797016,4,1,0,1,0,2011-02-21,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1
13955.56961,90279,115,7,64,372.175592,0,2,0,0,3,2011-01-02,4,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6,1,0,1
5001.527484,0,72,3,56,542.14385,0,3,0,0,1,2011-02-02,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,1,0
7082.830426,53310,189,26,33,1360.8,3,1,0,0,2,2011-01-22,4,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,1,0,1
7619.482766,0,105,5,42,504.0,0,5,0,2,1,2011-02-02,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,1
12550.88198,22234,160,0,92,768.0,0,3,0,2,2,2011-02-22,4,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0
6793.77405,22250,86,10,36,720.601429,0,3,0,1,0,2011-01-29,4,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,1,1,0
5272.319663,0,80,9,69,576.0,0,7,0,1,2,2011-01-27,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1,0,1
6265.343299,0,84,18,25,481.025786,1,4,1,1,4,2011-01-13,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,0
8547.586142,51179,71,10,25,466.176731,0,2,0,0,0,2011-02-24,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1,0
2787.423683,38667,72,8,67,159.266473,0,1,0,0,2,2011-01-26,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1
4626.801093,79487,114,20,87,547.2,0,1,1,0,3,2011-01-16,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,6,1,1,0
8663.363959,67763,107,28,10,41.283167,2,9,0,2,4,2011-01-27,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,1,0
3872.222217,0,62,8,81,503.808329,2,6,0,0,0,2011-01-25,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1
5170.811494,0,71,5,20,859.599411,0,5,0,0,1,2011-02-06,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2,1,0
8960.280213,71943,112,8,51,305.653785,0,4,0,0,3,2011-01-17,4,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
5471.83429,53526,68,27,69,278.902846,0,4,0,0,1,2011-02-06,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6,2,1,0
2620.392335,24721,67,3,76,139.963594,0,1,0,0,1,2011-01-28,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,1
5757.442258,88997,72,9,71,174.041566,0,3,1,0,3,2011-01-31,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
2701.488341,76310,67,1,33,321.6,0,1,0,0,0,2011-01-05,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,1,0
3712.430479,73205,92,9,18,37.299865,0,1,0,1,2,2011-02-11,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,2,0,1
7840.165778,58414,210,7,24,1008.0,2,1,1,1,1,2011-01-14,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,1
8237.037945,23940,107,13,34,513.6,0,7,0,0,2,2011-01-17,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
2243.473907,0,62,26,18,446.4,0,1,0,0,0,2011-02-24,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2,1,0
8434.464067,44216,71,24,36,72.205362,0,2,0,0,2,2011-02-03,4,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,1
2227.072755,27972,61,7,38,292.8,0,1,1,0,0,2011-01-05,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1
5170.025981,0,69,27,48,331.2,0,9,0,0,0,2011-01-17,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
2641.446062,29305,66,1,38,475.2,0,1,0,0,3,2011-02-08,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0
2790.682957,53882,69,14,33,331.2,0,1,0,0,1,2011-02-10,4,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,1,0
2745.129849,91757,69,29,58,331.2,1,1,0,0,1,2011-01-15,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,1
7579.532717,33906,64,25,49,401.592109,0,2,0,0,2,2011-01-09,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,6,1,1,0
10978.78028,68158,139,28,87,253.183568,1,4,0,1,2,2011-01-12,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,1
8255.060054,0,134,24,86,643.2,3,5,0,1,1,2011-01-20,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,0,1
4747.734642,42165,123,22,66,799.673766,0,1,0,1,1,2011-01-08,4,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0,1
3540.90425,0,101,24,11,727.2,0,1,0,0,1,2011-02-02,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,2,0,1
3436.134281,30817,88,25,43,91.834668,0,1,1,1,4,2011-02-18,4,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,2,0,1
2582.185301,68074,65,12,62,27.987867,0,1,0,0,2,2011-01-23,4,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6,1,0,1
7396.283653,71135,92,11,64,270.563995,1,3,0,1,3,2011-02-19,4,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,2,1,0
4330.799785,0,61,30,35,292.8,0,3,0,0,1,2011-01-12,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0
9075.768214,37722,116,8,23,158.077504,0,8,1,0,3,2011-01-26,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,1
14635.45158,0,139,5,56,667.2,0,2,1,1,2,2011-02-27,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,2,1,0
5609.082494,44705,71,21,63,148.173152,0,6,0,0,1,2011-01-04,4,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
11565.68747,64642,96,3,79,404.265696,0,2,0,1,1,2011-02-14,4,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0
2771.045031,50071,71,3,32,18.918935,0,1,1,0,1,2011-01-11,4,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
8507.128824,46754,106,5,70,513.818403,1,9,0,0,0,2011-01-24,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
7582.113842,64801,64,23,19,268.471802,0,2,1,0,1,2011-02-03,4,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,1
3323.092454,70410,83,25,13,131.828507,0,1,0,1,2,2011-01-18,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
5234.331741,66957,131,31,4,628.8,1,1,0,1,0,2011-01-18,4,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
3123.080994,0,101,1,83,960.115399,4,1,1,0,2,2011-02-19,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,2,0,1
2551.226692,79751,63,15,67,392.235698,0,1,1,0,3,2011-01-19,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1
7247.713672,86122,182,33,54,873.6,1,1,0,0,0,2011-01-16,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,1,0,1
4538.847818,82297,116,5,62,0.382107,0,1,0,0,2,2011-02-17,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,1
2687.314108,82210,68,33,46,51.961915,4,1,0,0,4,2011-01-30,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,6,1,1,0
8730.421977,43259,73,12,18,350.4,0,2,0,0,0,2011-02-04,4,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,4,2,0,1
8332.730557,0,79,7,72,379.2,0,2,0,1,1,2011-01-27,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,1
2357.747015,25064,62,17,34,297.6,0,1,0,0,1,2011-01-20,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,1
4637.164036,25816,119,18,63,571.2,0,1,0,0,3,2011-02-07,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1
5357.192698,0,73,14,74,350.853987,0,8,0,0,2,2011-01-10,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
5391.970996,41662,69,27,73,217.973168,0,6,0,0,1,2011-02-21,4,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0
3694.140498,96170,92,8,86,441.6,0,1,0,1,2,2011-02-03,4,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,2,0,1
5040.412436,46072,64,0,61,25.934064,0,4,0,0,0,2011-01-01,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,1,0
4842.284965,35127,62,9,21,297.6,0,5,0,0,0,2011-01-19,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,1
2678.058299,72450,66,21,58,84.218363,0,1,0,0,4,2011-01-20,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,1,1,0
5227.101938,93087,131,14,25,628.8,3,1,0,1,1,2011-02-11,4,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,1,0
2590.096027,22398,67,23,76,321.6,2,1,0,0,0,2011-01-03,4,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
10536.07798,92983,87,9,77,153.205591,1,2,0,1,0,2011-02-20,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6,2,0,1
8581.278701,27689,239,0,72,2893.239678,2,1,0,1,2,2011-01-18,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
9463.113263,69654,118,10,50,629.532731,0,7,0,0,1,2011-02-21,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0
13441.00637,80744,111,15,19,361.284757,0,2,0,0,2,2011-01-21,4,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,1,1,0
3886.504807,0,112,13,59,1185.988301,0,1,0,0,2,2011-02-06,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,2,1,0
6784.89369,0,64,7,5,460.8,1,2,0,0,0,2011-02-01,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,0
2538.62632,18608,71,13,24,340.8,0,1,1,0,2,2011-02-17,3,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,1
5639.941974,73168,70,21,50,425.800112,0,3,1,0,0,2011-01-10,4,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
2459.171724,21190,65,24,68,312.0,2,1,0,0,0,2011-01-12,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1
2667.270014,94041,66,14,11,159.756733,0,1,0,0,1,2011-02-10,4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,1,0
13778.36933,91474,113,9,99,24.087774,0,2,0,2,3,2011-01-04,4,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
4923.18169,61469,63,16,65,302.4,5,3,0,0,2,2011-01-16,4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6,1,1,0
2272.335352,16618,62,0,40,219.288706,0,1,0,0,0,2011-01-05,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0
14895.39798,48081,188,31,12,881.360959,0,5,0,0,2,2011-01-21,4,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,1,1,0
9756.044954,67632,121,0,44,26.951627,0,4,0,1,4,2011-01-02,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,1,0,1
9422.974113,34115,119,6,73,466.122541,0,6,0,0,2,2011-02-16,4,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,1,0
3837.357574,23051,99,31,86,475.2,0,1,0,1,0,2011-01-01,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1,0,1
10952.13189,23748,99,0,24,607.095655,0,2,0,1,1,2011-02-16,2,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,1
8159.136579,40589,69,23,68,331.2,0,2,0,0,1,2011-01-15,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5,1,1,0
3919.366722,66676,97,0,40,558.099357,0,1,1,1,0,2011-01-05,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0
