state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,coverage_encoded,employmentstatus_encoded,location_code_encoded,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_type_Corporate Auto,policy_type_Personal Auto,policy_type_Special Auto,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,vehicle_size_encoded,month,year,index,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.3343945814806124,0.9401089201442451,0.0,0.013110174528516882,0.0034052401372771123,0.015153318610883149,0.0,0.0015323580617747005,0.06292883773688104
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,2011,0.031442374747558906,0.08115255355916107,0.9962032402206221,0.0010400785539904983,0.00022401691932103038,0.0002720205448898226,0.0,8.000604261465371e-05,0.0018793487895354634
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.54608962169607,0.8115462217067125,0.0,0.022221347780104577,0.002777668472513072,0.022499114627355883,0.0,0.00027776684725130724,0.20535594478041963
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,2011,0.03243352075265777,0.26063118838006355,0.9648601425330565,0.001615904948530992,0.000230843564075856,0.0012366619504063715,0.0,3.297765201083658e-05,0.007756343752948762
0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,2011,0.08239334192225506,0.20693081987579304,0.9748622798067628,0.0027213248094240744,0.0012559960658880345,0.0009210637816512253,0.0,0.000293065748707208,0.004958933505974987
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2011,0.0344895739646975,0.07299772759746122,0.9966943870824035,0.0018216941047884917,0.0005079723946044833,0.0014363357364678491,0.0,1.751628946912011e-05,0.00874413170298476
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.2891413041761246,0.9562143698682922,0.0,0.008953106372966296,0.0017612668274687793,0.01100791767167987,0.00014677223562239828,0.00029354447124479657,0.04297491059023822
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2011,0.019732400954735663,0.09199962406154824,0.9955601969263208,0.0011713297370391032,6.0068191643030934e-05,6.0068191643030934e-05,4.0045461095353956e-05,5.0056826369192445e-05,0.0022830860841524694
0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1,2011,0.23272798009943366,0.971417843079514,0.0,0.013335832531052739,0.0004720648683558492,0.00826113519622736,0.0,0.0004720648683558492,0.0440286832766576
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.022338365732525376,0.03504366934739475,0.9991238836454306,0.0008717963311730634,3.3966090824924546e-05,0.0003056948174243209,1.132203027497485e-05,1.132203027497485e-05,0.004852720485043098
0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.03025728087197456,0.11615906233958488,0.9927605355872524,0.0009804891016741122,0.00035236327091413413,0.0002910827020595021,0.0,3.064028442731601e-05,0.004113026186997034
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2011,0.033289443837227095,0.2753557252295256,0.9607609780330082,0.0011455881482446573,0.000404325228792232,0.0016341477997019376,0.0,3.369376906601933e-05,0.002287613601582696
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.06486159800340217,0.38592658981239214,0.9201029418337956,0.0032480011139791676,0.00022965664442276944,0.0032480011139791676,0.0,6.561618412079126e-05,0.015590405347100005
0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2011,0.04406287022873734,0.09029488545476433,0.9948897104578556,0.0022499241117808245,4.455295270853118e-05,2.227647635426559e-05,0.0,2.227647635426559e-05,0.009731187853685642
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.09163202756390276,0.1533138528095984,0.983736259536472,0.0038430814996482715,0.0008797415481122549,0.0023614115238802633,0.0,4.6302186742750256e-05,0.0184467911983117
0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2011,0.06277356768915701,0.11185248720366836,0.9916321465562895,0.002916751630001235,0.0007608917295655396,0.0030118630961969276,0.00012681528826092325,3.1703822065230813e-05,0.014000407824005929
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.026522587348558557,0.0749137897549749,0.9968262082027153,0.0009505823835172426,0.00033471210687226855,0.0003882660439718315,0.0,4.016545282467222e-05,0.004562795440882765
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.03160455553312909,0.08115919623668742,0.9961972766784595,0.0010045847621529427,0.0003189157975088707,0.0010045847621529427,0.0,7.972894937721768e-05,0.0017878560090756094
1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.09319128054379079,0.22512601552401684,0.9698187345703874,0.002959198928557873,0.0007985139965949816,0.00046971411564410685,0.0,0.0003287998809508748,0.008692595559857325
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.2553315639822883,0.9657422159776051,0.0,0.00899960195305145,0.0011570916796780435,0.01234231124989913,0.0,0.0002571314843728986,0.04373824702665801
0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1,2011,0.09774842441891884,0.24523855928552396,0.96317599896489,0.006244491902013428,0.0012783999169476308,0.0021634460132959905,0.0,4.916922757490888e-05,0.05049731358635169
0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2011,0.08645454443486218,0.22268659960005396,0.9709510374992214,0.0029122445837786656,0.0003911970336419103,0.0016082544716389646,4.346633707132337e-05,0.0003911970336419103,0.013378986276591438
0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2011,0.029639290828170534,0.08921238770648404,0.9955078189266785,0.0022936938630845538,0.000491505827803833,0.00035745878385733305,0.0,1.4894115994055545e-05,0.01100973054280586
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.019993355040237835,0.052075083989820636,0.998442644370049,0.0006426794186716331,0.00016066985466790828,0.0002510466479186067,1.0041865916744267e-05,5.020932958372134e-05,0.0004824802162173767
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.06231522428843472,0.1823215265998308,0.9811519551116801,0.0023149229906346235,0.0008759168072671547,0.0014702889264841526,0.0,9.38482293500523e-05,0.014429763857860078
0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2011,0.09622396848260524,0.6641309161495673,0.7406300434135296,0.005841997082988075,0.0005793716115360075,0.002269205478516029,0.0,9.656193525600125e-05,0.03314497967981446
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1,2011,0.05307039804512551,0.2599740714179549,0.9641299745158834,0.003273650431068424,0.00018630530908519486,0.0022356637090223384,0.0,0.0002129203532402227,0.005883218302637175
0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2,2011,0.16265756574084517,0.9863744137868549,0.0,0.00872398974148894,0.0014675870593158962,0.006441076538108656,0.0,0.00016306522881287736,0.022096521623912537
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.6578613791465409,0.7466260511065173,0.0,0.020104982028025548,0.0016479493465594711,0.006921387255549779,0.0,0.0003295898693118942,0.09650391373452263
0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2011,0.025655973016471764,0.07347460430724946,0.9969600210571985,0.0009121552749972435,0.00034687594964683905,0.0006166683549277139,0.0,7.708354436596423e-05,0.0035540698078013275
0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.026653063632137968,0.13568620859346753,0.9903920937141237,0.0011205492217715664,0.0004535556373837292,2.6679743375513482e-05,0.0,2.6679743375513482e-05,0.0009512824046385471
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,2011,0.04171673576852044,0.21948045709888392,0.9747191483443142,0.0027755507039585884,0.00014608161599782043,0.00018781922056862628,0.0,0.00016695041828322337,0.001684217731883557
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2011,0.4159144021835274,0.8949378629553526,0.0,0.02412303532664459,0.0012477432065505821,0.013101303668781114,0.0,0.0002079572010917637,0.15920510797310072
0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.03872535393618952,0.2308184620014307,0.9721786255025209,0.0019546530472539436,0.00023223600561432994,1.935300046786083e-05,0.0,3.870600093572166e-05,0.00938233462681893
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2011,0.06926712844980547,0.18794217219396106,0.9796597912439303,0.00238494603943941,0.0006567242717296926,0.0030416703111691024,0.0,0.00027651548283355473,0.011447740989309167
0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.0266804520029577,0.06790935719057212,0.9973299335250242,0.0008516453507178517,0.00030606004791422796,0.0005721992200135567,0.0,0.00010645566883973147,0.0028842095171549274
0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2,2011,0.08617130559761055,0.19687526784182433,0.9763217515565765,0.0049829867643683065,0.0012027899086406257,0.0034794993785675246,0.0,4.295678245145092e-05,0.02391833646896787
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2011,0.2971073307070802,0.9488526685423566,0.0,0.014655518555057766,0.0020724975734425126,0.007105705966088614,0.0002960710819203589,0.0013323198686416152,0.10551973359641591
0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2011,0.10213012782347002,0.45734687670033053,0.8814826918867326,0.005950809240710155,0.0006612010267455728,0.0019836030802367183,0.0,0.00030516970465180283,0.05789350689143198
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2011,0.05391475003034734,0.3282862487286808,0.9428506285794888,0.0027373342474342603,5.3673220537926665e-05,0.0008319349183378633,0.0,5.3673220537926665e-05,0.018596772191940433
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.03171009726166037,0.0808692493365481,0.9962176675532672,0.001009674738679733,1.5776167791870827e-05,0.0014356312690602454,0.0,6.310467116748331e-05,0.0013814437454375934
0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.02935871517319267,0.1607964654417436,0.9865316647580779,0.0013285147094781367,0.0003941746940209856,0.0012409203330290288,0.0,2.919812548303597e-05,0.005863097615673634
0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2011,0.458038775497611,0.8695496220491425,0.0,0.025269534831130626,0.0066019505414665605,0.01730166348798133,0.0,0.00022765346694712276,0.1819406507841405
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.041012079280936836,0.171227878316832,0.9843510235759877,0.0014465263929192825,0.0006927027797078253,0.0011409222254011241,0.0,4.0747222335754437e-05,0.0069433266860125555
1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,2011,0.056624919088689045,0.25404376706790127,0.9654070738571577,0.0031770684493653734,0.0005623129998876767,0.0012370885997528887,0.0,0.0002530408499494545,0.015249928556953792
0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1,2011,0.05871907208368415,0.1589263780070395,0.98548961773004,0.002098150466513776,0.00017484587220948134,0.0009907932758537275,0.0001165639148063209,8.742293610474067e-05,0.0099626595748208
0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.08823840934145308,0.1648502959492448,0.9821337634984453,0.00428936712076508,0.001313071567581147,0.0027574502919204087,0.0,4.3769052252704897e-05,0.020588962179672383
0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1,2011,0.04452727699606305,0.06057408323093321,0.997141811064958,0.0015224886584382312,0.0003971709543751907,0.0007502118027086937,0.0,2.206505302084393e-05,0.007298742977100319
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.04793251398022591,0.06234976512236246,0.9968728390439257,0.00156688752981422,0.000546036563420107,0.0004510736828253057,0.0,2.3740720148700302e-05,0.007521060143108256
0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2011,0.039546690748920935,0.04809849909193557,0.9980449245986338,0.0011942317503387016,0.0004894392419420908,0.0008809906354957634,1.9577569677683633e-05,1.9577569677683633e-05,0.00514582039252986
0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.033394053188571346,0.139684592619609,0.9895611367427811,0.0017514941306227426,9.914117720506089e-05,0.00023132941347847542,0.0,4.9570588602530446e-05,0.01177603131212921
0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2011,0.09449445773753619,0.1639665556158633,0.9803683157359219,0.004579850078278213,0.0008879301172172045,0.004486383750150086,4.6733164064063395e-05,4.6733164064063395e-05,0.05497123014547962
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2011,0.061308681330332626,0.0872005907534709,0.9942431578864174,0.002212325129567119,0.0003030582369270026,0.0003030582369270026,0.0,3.0305823692700258e-05,0.01061916062192217
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,2011,0.04034784635493864,0.05521269093995268,0.9976577851052506,0.0014146652302225399,5.977458719250169e-05,0.0006375955967200179,0.0,1.992486239750056e-05,0.0003769571765822573
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,2011,0.0297779335567462,0.07847923366610694,0.9964584320894203,0.0010141546966512774,0.00010288525908056438,0.0003527494597047921,5.879157661746536e-05,0.00011758315323493071,0.004867942543926131
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2011,0.15349102147276286,0.9857431143555117,0.0,0.0094607385030056,0.00045411544814426887,0.004616840389466734,0.0,0.00015137181604808961,0.06811731722164033
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2011,0.02913260562731895,0.08125596845345381,0.9962661935252735,0.0010194258253029302,0.00022972976344854765,0.0005312500779747664,0.0,4.307433064660268e-05,0.001026855343285297
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2011,0.0683979123287399,0.18640831242865566,0.9799432917089022,0.0023922422538623315,0.00047170974019820623,0.0019879196194067263,3.369355287130044e-05,0.00010108065861390133,0.016580204197898494
0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,2011,0.03342085862428361,0.13071345846572874,0.9908437130490463,0.0016455371060700938,0.0001316429684856075,0.000263285936971215,1.6455371060700938e-05,6.582148424280375e-05,0.004793250562269205
0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2,2011,0.02104902899934366,0.10125293329587849,0.9946287728636711,0.0012637704418897277,8.287019291080182e-05,0.0006215264468310137,0.0,3.107632234155068e-05,0.0040490523350810185
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.08339781660329011,0.5577439108461704,0.8256917130305083,0.002871543119641076,0.0011486172478564305,0.0004102204456630109,8.204408913260218e-05,8.204408913260218e-05,0.013783406974277166
0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2011,0.03805522563952097,0.13699680624022376,0.9896228701933413,0.001739133161904398,0.00033660641843310927,0.0017765338750636323,0.0,5.6101069738851545e-05,0.020590108397527923
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2011,0.022514805943236293,0.04611709834509311,0.9986798255076963,0.001150068672935449,9.952517361941387e-05,0.00043127575235079343,0.0,1.1058352624379318e-05,0.0018396176804797602
0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2011,0.025573673166141737,0.033072025223704005,0.9991157733668287,0.0008148474293133397,0.0003008667431310793,0.00015043337156553965,0.0,1.2536114297128302e-05,0.004372929626034083
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2011,0.02963254177296341,0.13282925338670687,0.9906938365604759,0.0016551248222037378,2.9037277582521716e-05,0.0010888979093445644,0.0,8.711183274756515e-05,0.0003009076598371828
1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.03357207501406748,0.22640560496175147,0.9734093268158146,0.0019071306080469285,0.00037813796538861515,0.0003452564031809095,0.0,3.288156220770566e-05,0.009154226918625257
0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,2011,0.08502125856693563,0.43763133458402187,0.8946999696184773,0.005618144839224822,0.0014149401817306958,0.001165244855542926,4.161588769796164e-05,0.00012484766309388493,0.026967095228279142
1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2,2011,0.026269082438341897,0.07481913198564422,0.9968242862843016,0.0018378076265571873,0.00044981305545105984,0.0007454044918903278,0.0,1.2851801584315996e-05,0.0070170797966442565
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,2011,0.06082225395762922,0.09207517987682905,0.9938267070876188,0.002319870811097838,0.00044612900213419963,0.0013086450729269856,0.0,2.974193347561331e-05,0.011135379893269622
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,2011,0.08936855250813114,0.46294056746198625,0.8814115449958837,0.005809392709472845,0.0012667096885316728,0.0,4.367964443212665e-05,0.00021839822216063325,0.027885085005469653
